A, b ready
BICGSTAB: system of size 252004
    k     ‖rₖ‖      |αₖ|      |ωₖ|  timer
 1419  3.0e+02   1.5e-07   6.6e-07  4.94s
 1420  3.0e+02   1.5e-06   9.6e-07  4.94s
 1421  3.0e+02   1.4e-05   9.3e-07  4.94s
 1422  3.0e+02   2.3e-06   5.5e-07  4.95s
 1423  3.0e+02   1.9e-06   1.2e-04  4.95s
 1424  3.0e+02   3.1e-06   5.0e-07  4.96s
 1425  3.0e+02   1.7e-07   4.4e-05  4.96s
 1426  3.0e+02   4.2e-05   9.8e-06  4.97s
 1427  3.0e+02   2.1e-07   1.8e-06  4.97s
 1428  3.0e+02   1.8e-05   6.3e-07  4.97s
 1429  3.0e+02   6.7e-06   5.2e-07  4.98s
 1430  3.0e+02   1.3e-06   5.8e-06  4.98s
 1431  3.1e+02   3.3e-06   1.1e-06  4.99s
 1432  2.5e+02   1.6e-05   5.0e-07  4.99s
 1433  4.1e+02   2.6e-06   4.0e-06  5.00s
 1434  2.9e+02   7.7e-08   2.8e-06  5.00s
 1435  1.3e+02   1.1e-04   7.8e-07  5.01s
 1436  2.8e+02   4.7e-08   1.4e-06  5.01s
 1437  2.8e+02   4.5e-07   5.7e-07  5.01s
 1438  5.5e+02   3.7e-04   3.4e-06  5.02s
 1439  2.6e+02   5.5e-07   5.2e-07  5.02s
 1440  3.3e+02   3.5e-07   2.4e-05  5.03s
 1441  3.3e+02   1.6e-06   9.7e-07  5.03s
 1442  4.6e+02   2.7e-05   5.8e-07  5.04s
 1443  3.6e+02   2.4e-07   1.1e-06  5.04s
 1444  3.6e+02   3.4e-07   5.2e-05  5.04s
 1445  3.6e+02   1.6e-06   2.8e-06  5.05s
 1446  3.6e+02   8.2e-06   5.3e-07  5.05s
 1447  3.7e+02   1.6e-06   3.8e-06  5.06s
 1448  3.6e+02   1.1e-06   7.0e-07  5.06s
 1449  3.6e+02   1.9e-06   5.8e-07  5.07s
 1450  3.6e+02   1.6e-06   1.2e-06  5.07s
 1451  3.6e+02   2.1e-07   1.5e-06  5.08s
 1452  3.6e+02   5.5e-06   1.1e-06  5.08s
 1453  3.6e+02   1.0e-06   5.4e-07  5.08s
 1454  3.6e+02   3.9e-06   4.0e-06  5.09s
 1455  3.6e+02   3.5e-06   5.1e-07  5.09s
 1456  3.6e+02   8.0e-07   2.6e-05  5.10s
 1457  3.6e+02   6.3e-08   5.1e-07  5.10s
 1458  3.5e+02   8.0e-06   3.1e-03  5.11s
 1459  3.5e+02   2.2e-06   5.0e-07  5.11s
 1460  3.5e+02   2.4e-07   1.9e-06  5.11s
 1461  3.5e+02   7.3e-06   5.3e-06  5.12s
 1462  3.5e+02   2.5e-06   5.4e-07  5.12s
 1463  3.5e+02   3.9e-06   6.0e-07  5.13s
 1464  3.5e+02   1.9e-06   3.1e-06  5.13s
 1465  3.5e+02   6.1e-06   7.5e-07  5.14s
 1466  3.5e+02   6.5e-07   1.2e-06  5.14s
 1467  3.5e+02   1.0e-06   1.6e-05  5.15s
 1468  3.5e+02   6.0e-06   5.3e-07  5.15s
 1469  3.5e+02   3.9e-07   6.8e-07  5.15s
 1470  3.5e+02   9.7e-06   1.7e-06  5.16s
 1471  3.5e+02   6.7e-07   3.6e-05  5.16s
 1472  3.5e+02   4.5e-07   5.5e-07  5.17s
 1473  3.5e+02   1.6e-05   6.8e-07  5.17s
 1474  3.4e+02   4.7e-05   5.0e-07  5.18s
 1475  3.4e+02   3.2e-06   4.2e-06  5.18s
 1476  3.4e+02   3.8e-08   9.0e-07  5.18s
 1477  3.4e+02   1.9e-05   3.8e-06  5.19s
 1478  3.4e+02   8.0e-06   5.0e-07  5.19s
 1479  3.4e+02   1.9e-07   3.2e-06  5.20s
 1480  3.4e+02   8.3e-06   9.0e-07  5.20s
 1481  3.5e+02   4.1e-06   1.2e-06  5.21s
 1482  3.6e+02   1.5e-06   7.6e-07  5.21s
 1483  3.6e+02   8.0e-07   3.2e-05  5.21s
 1484  3.6e+02   2.4e-06   8.9e-07  5.22s
 1485  3.6e+02   5.4e-07   9.9e-06  5.22s
 1486  3.6e+02   5.6e-06   6.2e-07  5.23s
 1487  3.6e+02   1.9e-06   5.2e-07  5.23s
 1488  3.5e+02   1.5e-05   5.2e-07  5.24s
 1489  3.6e+02   4.9e-07   5.2e-05  5.24s
 1490  3.6e+02   3.5e-07   5.4e-07  5.25s
 1491  3.5e+02   8.1e-06   2.3e-06  5.25s
 1492  3.2e+02   1.2e-05   5.7e-07  5.25s
 1493  2.9e+02   1.7e-06   3.1e-06  5.26s
 1494  2.8e+02   1.2e-06   9.1e-07  5.26s
 1495  2.7e+02   1.2e-06   8.6e-07  5.27s
 1496  2.8e+02   1.4e-06   3.5e-06  5.27s
 1497  2.8e+02   3.4e-07   8.3e-07  5.28s
 1498  3.3e+02   1.7e-04   5.0e-07  5.28s
 1499  3.3e+02   1.5e-07   1.3e-05  5.28s
 1500  3.5e+02   2.4e-06   5.9e-07  5.29s
 1501  3.6e+03   7.5e-05   3.1e-05  5.29s
 1502  7.9e+03   1.3e-06   5.8e-07  5.30s
 1503  5.6e+03   8.7e-06   5.2e-07  5.30s
 1504  1.9e+04   2.8e-07   3.4e-05  5.31s
 1505  2.1e+02   8.4e-07   5.9e-07  5.31s
 1506  4.8e+02   8.4e-07   1.6e-06  5.31s
 1507  6.5e+02   1.3e-06   1.7e-06  5.32s
 1508  4.3e+02   2.1e-05   5.0e-07  5.32s
 1509  6.6e+02   3.6e-08   6.6e-04  5.33s
 1510  6.8e+02   6.0e-06   7.3e-07  5.33s
 1511  6.3e+02   3.6e-06   5.2e-07  5.34s
 1512  5.5e+02   1.1e-06   1.7e-06  5.34s
 1513  5.9e+02   6.4e-06   7.3e-07  5.35s
 1514  4.8e+02   1.0e-06   1.1e-05  5.35s
 1515  5.3e+02   9.7e-07   6.6e-07  5.36s
 1516  5.2e+02   4.0e-07   2.1e-05  5.36s
 1517  6.1e+02   5.6e-05   5.1e-07  5.36s
 1518  5.4e+02   1.0e-07   9.0e-07  5.37s
 1519  5.5e+02   2.4e-06   5.0e-05  5.37s
 1520  5.5e+02   1.9e-06   5.9e-07  5.38s
 1521  5.5e+02   3.1e-06   5.6e-07  5.38s
 1522  6.0e+02   4.8e-06   1.1e-06  5.39s
 1523  5.8e+02   9.1e-07   4.6e-06  5.39s
 1524  5.8e+02   9.4e-07   3.9e-06  5.40s
 1525  5.8e+02   1.1e-08   6.0e-07  5.40s
 1526  5.8e+02   1.6e-04   8.7e-07  5.40s
 1527  5.6e+02   2.4e-05   5.2e-07  5.41s
 1528  5.7e+02   7.4e-07   1.6e-06  5.41s
 1529  2.3e+02   2.5e-05   5.1e-07  5.42s
 1530  4.0e+02   2.5e-06   4.8e-06  5.42s
 1531  6.0e+03   6.5e-06   8.8e-06  5.43s
 1532  5.4e+03   6.2e-07   2.6e-06  5.43s
 1533  5.6e+03   6.4e-07   6.6e-07  5.43s
 1534  2.2e+03   1.0e-05   5.0e-07  5.44s
 1535  3.6e+03   3.6e-07   6.1e-05  5.44s
 1536  4.2e+03   5.1e-06   9.0e-07  5.45s
 1537  5.3e+03   1.5e-06   1.3e-06  5.45s
 1538  5.3e+03   7.6e-07   8.6e-07  5.46s
 1539  5.3e+03   7.0e-08   1.4e-06  5.46s
 1540  5.2e+03   3.4e-05   2.0e-06  5.47s
 1541  5.3e+03   8.0e-07   5.1e-07  5.47s
 1542  2.0e+03   3.2e-05   6.4e-07  5.47s
 1543  2.3e+03   5.5e-07   2.1e-02  5.48s
 1544  2.3e+03   9.4e-07   5.0e-07  5.48s
 1545  2.0e+06   1.4e-02   8.1e-07  5.49s
 1546  1.1e+03   7.2e-10   7.9e-06  5.49s
 1547  7.4e+02   9.6e-07   1.7e-06  5.50s
 1548  7.7e+02   1.3e-06   6.5e-07  5.50s
 1549  7.7e+01   4.8e-06   7.2e-07  5.50s
 1550  2.1e+02   1.8e-06   5.7e-07  5.51s
 1551  2.0e+02   3.8e-08   2.7e-06  5.51s
 1552  9.8e+01   2.9e-05   1.3e-06  5.52s
 1553  7.3e+01   4.0e-06   5.1e-07  5.52s
 1554  3.5e+01   3.6e-07   1.2e-05  5.53s
 1555  1.2e+02   4.2e-05   5.6e-07  5.53s
 1556  1.4e+02   7.1e-07   1.1e-06  5.54s
 1557  1.3e+02   7.1e-07   1.5e-06  5.54s
 1558  1.6e+02   3.6e-06   5.1e-07  5.54s
 1559  2.9e+02   6.2e-06   2.1e-06  5.55s
 1560  4.8e+02   1.4e-06   3.1e-06  5.55s
 1561  4.4e+02   3.4e-07   6.0e-05  5.56s
 1562  4.4e+02   1.8e-06   5.1e-07  5.56s
 1563  4.1e+02   8.9e-06   5.7e-07  5.57s
 1564  4.3e+02   3.6e-07   2.0e-06  5.57s
 1565  4.5e+02   4.6e-06   5.8e-07  5.58s
 1566  4.4e+02   3.0e-07   1.5e-05  5.58s
 1567  4.4e+02   5.7e-08   9.0e-07  5.58s
 1568  2.9e+02   2.4e-03   7.2e-07  5.59s
 1569  5.4e+01   1.2e-06   9.3e-07  5.59s
 1570  1.4e+02   6.9e-07   5.5e-07  5.60s
 1571  1.2e+03   5.2e-06   1.2e-04  5.60s
 1572  7.6e+02   1.6e-06   5.0e-07  5.61s
 1573  7.6e+02   7.7e-08   3.0e-06  5.61s
 1574  7.4e+02   1.4e-05   1.2e-05  5.61s
 1575  7.4e+02   5.3e-07   6.9e-07  5.62s
 1576  7.3e+02   4.5e-06   7.9e-07  5.62s
 1577  7.1e+02   1.5e-06   2.9e-06  5.63s
 1578  7.0e+02   3.0e-06   8.3e-07  5.63s
 1579  6.8e+02   2.1e-06   1.3e-06  5.64s
 1580  6.3e+02   5.8e-06   5.1e-07  5.64s
 1581  5.7e+02   2.2e-06   5.6e-06  5.65s
 1582  3.3e+02   4.4e-06   5.1e-07  5.65s
 1583  3.4e+02   6.6e-07   2.6e-05  5.65s
 1584  3.3e+02   1.3e-06   5.7e-07  5.66s
 1585  1.1e+03   4.5e-05   5.4e-07  5.66s
 1586  5.2e+03   4.6e-06   4.0e-06  5.67s
 1587  8.4e+02   1.8e-07   8.0e-07  5.67s
 1588  2.5e+01   9.9e-07   1.0e-06  5.68s
 1589  3.3e+01   3.3e-06   5.3e-07  5.68s
 1590  5.4e+01   2.6e-07   2.1e-03  5.68s
 1591  8.8e+01   4.2e-06   5.1e-07  5.69s
 1592  1.1e+02   8.4e-07   1.2e-06  5.69s
 1593  1.1e+02   1.7e-06   3.5e-06  5.70s
 1594  9.6e+01   4.1e-06   5.5e-07  5.70s
 1595  9.6e+01   2.5e-07   1.3e-06  5.71s
 1596  9.1e+01   9.1e-06   5.0e-07  5.71s
 1597  2.1e+02   2.2e-05   1.4e-06  5.72s
 1598  7.5e+01   4.3e-08   1.6e-05  5.72s
 1599  4.8e+01   1.1e-05   7.0e-07  5.72s
 1600  5.5e+01   8.3e-07   3.5e-06  5.73s
 1601  5.4e+01   1.9e-06   5.1e-07  5.73s
 1602  5.5e+01   1.8e-07   1.3e-05  5.74s
 1603  1.1e+02   5.9e-05   6.8e-07  5.74s
 1604  1.3e+02   1.1e-06   1.3e-06  5.75s
 1605  1.0e+02   2.6e-06   5.2e-07  5.75s
 1606  3.7e+01   2.4e-06   9.7e-07  5.75s
 1607  1.3e+02   2.4e-06   4.6e-05  5.76s
 1608  1.8e+02   2.1e-06   5.1e-07  5.76s
 1609  1.7e+02   8.3e-07   7.6e-06  5.77s
 1610  1.1e+02   8.2e-06   5.3e-07  5.77s
 1611  1.0e+03   7.4e-06   1.7e-06  5.78s
 1612  3.9e+01   2.3e-07   6.5e-07  5.78s
 1613  5.4e+01   8.3e-07   3.6e-06  5.79s
 1614  5.2e+01   5.3e-07   1.3e-06  5.79s
 1615  5.0e+01   3.0e-06   9.7e-06  5.79s
 1616  5.0e+01   5.2e-07   4.7e-06  5.80s
 1617  5.0e+01   6.3e-07   5.0e-07  5.80s
 1618  5.1e+01   2.0e-05   6.6e-07  5.81s
 1619  5.8e+01   9.3e-06   6.9e-07  5.81s
 1620  5.0e+01   2.5e-06   5.4e-07  5.82s
 1621  8.1e+01   1.1e-06   1.9e-05  5.82s
 1622  2.1e+02   1.3e-05   1.2e-06  5.83s
 1623  5.3e+01   1.4e-07   1.0e-06  5.83s
 1624  5.4e+01   7.7e-07   1.2e-06  5.83s
 1625  5.5e+01   1.8e-06   6.8e-07  5.84s
 1626  5.5e+01   1.2e-06   1.6e-06  5.84s
 1627  5.5e+01   3.4e-07   5.9e-07  5.85s
 1628  5.5e+01   3.0e-06   3.3e-05  5.85s
 1629  5.5e+01   1.9e-06   5.0e-07  5.86s
 1630  5.5e+01   7.8e-06   2.9e-04  5.86s
 1631  5.6e+01   1.4e-06   5.5e-07  5.86s
 1632  5.6e+01   9.7e-07   1.3e-06  5.87s
 1633  5.6e+01   1.3e-06   3.1e-06  5.87s
 1634  5.6e+01   1.8e-07   9.1e-07  5.87s
 1635  5.6e+01   1.2e-05   5.7e-07  5.87s
 1636  5.6e+01   3.8e-06   5.5e-07  5.88s
 1637  5.6e+01   4.4e-06   1.0e-06  5.88s
 1638  5.6e+01   6.1e-07   6.3e-07  5.88s
 1639  5.5e+01   6.4e-06   1.9e-05  5.88s
 1640  5.4e+01   3.3e-06   5.0e-07  5.89s
 1641  5.4e+01   6.3e-07   1.6e-05  5.89s
 1642  4.9e+01   1.4e-05   5.6e-07  5.89s
 1643  3.7e+01   1.4e-06   1.9e-06  5.89s
 1644  3.9e+01   8.8e-07   4.3e-06  5.90s
 1645  3.6e+01   4.4e-06   5.0e-07  5.90s
 1646  3.1e+01   2.7e-06   2.6e-06  5.90s
 1647  3.1e+01   1.6e-09   5.7e-07  5.90s
 1648  4.2e+01   2.9e-03   1.1e-06  5.91s
 1649  2.8e+01   1.9e-07   1.9e-05  5.91s
 1650  2.7e+01   1.4e-06   5.1e-07  5.91s
 1651  2.3e+01   3.2e-06   6.3e-07  5.91s
 1652  2.4e+01   1.4e-06   4.7e-07  5.92s
 1653  2.7e+01   2.3e-06   1.1e-06  5.92s
 1654  2.5e+01   7.4e-07   4.3e-07  5.92s
 1655  2.6e+01   7.1e-07   8.5e-06  5.93s
 1656  2.6e+01   7.2e-07   4.9e-07  5.93s
 1657  2.6e+01   2.2e-06   6.1e-07  5.93s
 1658  2.6e+01   2.0e-07   3.5e-07  5.93s
 1659  2.6e+01   9.7e-07   1.1e-04  5.94s
 1660  2.6e+01   3.4e-07   1.3e-06  5.94s
 1661  2.6e+01   3.3e-07   1.1e-06  5.94s
 1662  2.6e+01   5.0e-06   5.2e-07  5.94s
 1663  2.6e+01   1.6e-07   5.0e-07  5.95s
 1664  2.6e+01   3.6e-06   3.2e-06  5.95s
 1665  2.2e+01   5.3e-04   1.6e-06  5.95s
 1666  2.6e+01   1.1e-08   6.7e-07  5.95s
 1667  2.4e+01   5.9e-05   1.5e-06  5.96s
 1668  2.7e+01   1.7e-07   1.2e-06  5.96s
 1669  2.7e+01   1.7e-08   9.0e-07  5.96s
 1670  2.7e+01   3.6e-05   1.3e-05  5.96s
 1671  2.6e+01   4.9e-06   6.3e-07  5.97s
 1672  2.6e+01   3.4e-07   2.5e-08  5.97s
 1673  2.6e+01   5.1e-07   1.8e-07  5.97s
 1674  2.6e+01   2.0e-07   2.2e-06  5.97s
 1675  2.7e+01   1.5e-06   5.7e-07  5.98s
 1676  2.6e+01   5.8e-07   1.8e-06  5.98s
 1677  2.1e+01   1.6e-05   5.0e-07  5.98s
 1678  2.7e+01   3.8e-06   4.0e-06  5.98s
 1679  2.7e+01   2.3e-08   9.7e-07  5.99s
 1680  1.9e+01   1.2e-05   1.6e-06  5.99s
 1681  2.2e+01   2.4e-06   2.5e-07  5.99s
 1682  2.2e+01   5.7e-07   1.6e-05  6.00s
 1683  2.2e+01   1.8e-07   5.0e-07  6.00s
 1684  2.2e+01   2.0e-06   4.4e-07  6.00s
 1685  2.0e+01   9.0e-06   7.3e-07  6.00s
 1686  2.6e+01   1.4e-06   1.5e-05  6.01s
 1687  2.4e+01   5.2e-07   3.5e-07  6.01s
 1688  2.4e+01   3.1e-06   3.7e-07  6.01s
 1689  2.4e+01   4.4e-07   2.7e-05  6.01s
 1690  2.4e+01   1.9e-07   6.5e-07  6.02s
 1691  2.4e+01   2.1e-05   1.6e-06  6.02s
 1692  2.4e+01   1.8e-07   7.0e-07  6.02s
 1693  2.4e+01   5.8e-07   3.3e-07  6.02s
 1694  2.4e+01   4.8e-06   6.4e-06  6.03s
 1695  2.4e+01   3.2e-07   7.7e-07  6.03s
 1696  2.3e+01   1.3e-06   8.2e-07  6.03s
 1697  2.3e+01   4.0e-07   2.6e-06  6.03s
 1698  2.3e+01   3.9e-06   5.0e-07  6.04s
 1699  2.3e+01   6.4e-07   1.3e-06  6.04s
 1700  2.4e+01   5.3e-05   2.4e-06  6.04s
 1701  2.3e+01   8.5e-08   9.4e-06  6.05s
 1702  2.3e+01   2.3e-05   5.0e-07  6.05s
 1703  2.4e+01   2.2e-07   3.3e-07  6.05s
 1704  2.4e+01   1.1e-06   3.7e-06  6.05s
 1705  2.3e+01   6.7e-06   9.4e-07  6.06s
 1706  2.3e+01   4.0e-07   8.3e-06  6.06s
 1707  2.3e+01   3.4e-07   6.3e-07  6.06s
 1708  2.3e+01   4.4e-06   1.0e-06  6.06s
 1709  2.3e+01   1.8e-06   3.0e-06  6.07s
 1710  2.3e+01   1.3e-06   5.1e-07  6.07s
 1711  2.4e+01   2.8e-06   9.4e-07  6.07s
 1712  2.5e+01   2.5e-05   5.1e-06  6.08s
 1713  2.1e+01   8.5e-07   5.2e-07  6.08s
 1714  4.0e+01   2.8e-06   8.5e-07  6.08s
 1715  2.0e+01   7.2e-08   7.8e-06  6.09s
 1716  2.4e+01   1.3e-06   6.3e-07  6.09s
 1717  2.8e+01   4.5e-06   5.0e-07  6.10s
 1718  2.3e+01   4.9e-07   3.7e-04  6.10s
 1719  2.1e+01   1.3e-05   8.3e-07  6.11s
 1720  2.2e+01   4.2e-07   1.6e-06  6.11s
 1721  2.4e+01   7.6e-07   5.1e-07  6.11s
 1722  2.4e+01   6.1e-07   1.6e-06  6.12s
 1723  2.4e+01   2.4e-07   9.2e-07  6.12s
 1724  2.4e+01   2.6e-04   1.1e-06  6.13s
 1725  2.4e+01   1.5e-07   2.1e-05  6.13s
 1726  2.4e+01   6.9e-07   5.2e-07  6.14s
 1727  2.4e+01   2.3e-06   7.4e-07  6.14s
 1728  2.4e+01   8.0e-06   5.2e-07  6.15s
 1729  2.4e+01   1.7e-07   2.7e-06  6.15s
 1730  2.4e+01   1.1e-06   4.0e-06  6.16s
 1731  2.4e+01   2.1e-05   7.0e-07  6.16s
 1732  2.4e+01   5.3e-07   3.6e-06  6.16s
 1733  2.4e+01   1.2e-06   1.4e-06  6.17s
 1734  2.4e+01   6.9e-06   4.8e-07  6.17s
 1735  2.4e+01   3.5e-07   1.3e-05  6.18s
 1736  2.4e+01   2.7e-06   5.7e-07  6.18s
 1737  2.4e+01   2.0e-07   1.3e-07  6.19s
 1738  2.4e+01   1.2e-05   1.5e-06  6.19s
 1739  2.4e+01   2.3e-07   2.2e-06  6.19s
 1740  2.4e+01   5.6e-06   5.1e-07  6.20s
 1741  2.4e+01   3.0e-07   7.3e-06  6.20s
 1742  2.5e+01   2.1e-05   5.3e-07  6.21s
 1743  2.2e+01   1.2e-06   6.4e-06  6.21s
 1744  2.4e+01   2.4e-06   5.9e-07  6.22s
 1745  2.2e+01   4.1e-07   5.8e-06  6.22s
 1746  2.4e+01   4.7e-06   6.8e-07  6.23s
 1747  2.5e+01   6.9e-07   5.8e-07  6.23s
 1748  2.4e+01   4.9e-06   9.3e-07  6.23s
 1749  2.6e+01   3.9e-07   2.6e-05  6.24s
 1750  2.6e+01   2.0e-07   6.2e-07  6.24s
 1751  2.6e+01   6.6e-06   2.4e-06  6.25s
 1752  2.6e+01   6.7e-06   5.3e-07  6.25s
 1753  2.6e+01   1.9e-07   9.4e-07  6.26s
 1754  2.5e+01   1.4e-05   9.9e-07  6.26s
 1755  2.6e+01   2.7e-06   5.0e-07  6.27s
 1756  2.9e+01   1.7e-06   2.1e-06  6.27s
 1757  2.9e+01   2.1e-06   4.3e-06  6.27s
 1758  2.9e+01   9.3e-08   2.3e-06  6.28s
 1759  2.9e+01   9.9e-06   2.9e-06  6.28s
 1760  2.8e+01   6.2e-06   5.0e-07  6.29s
 1761  2.8e+01   4.1e-07   2.0e-07  6.29s
 1762  2.5e+01   5.6e-06   2.0e-07  6.30s
 1763  3.4e+01   3.8e-07   1.8e-05  6.30s
 1764  3.3e+01   3.4e-07   6.9e-07  6.30s
 1765  3.2e+01   6.3e-07   2.3e-06  6.31s
 1766  4.0e+01   1.0e-05   6.2e-07  6.31s
 1767  4.0e+01   3.3e-08   6.6e-07  6.32s
 1768  4.0e+01   3.4e-09   1.2e-06  6.32s
 1769  3.9e+01   1.3e-03   5.1e-07  6.33s
 1770  4.1e+01   4.6e-07   4.2e-06  6.33s
 1771  4.1e+01   2.3e-07   1.3e-06  6.34s
 1772  3.5e+01   3.0e-05   6.6e-07  6.34s
 1773  3.3e+01   9.1e-07   4.2e-07  6.35s
 1774  3.5e+01   2.0e-06   4.9e-07  6.35s
 1775  3.5e+01   4.0e-08   1.3e-05  6.35s
 1776  3.5e+01   6.1e-06   5.8e-07  6.36s
 1777  3.5e+01   2.3e-07   1.1e-06  6.36s
 1778  3.3e+01   5.5e-05   4.8e-07  6.37s
 1779  3.1e+01   8.2e-07   7.5e-06  6.37s
 1780  3.4e+01   1.5e-06   9.2e-07  6.38s
 1781  2.9e+01   9.1e-07   4.2e-07  6.38s
 1782  3.0e+01   4.2e-07   2.1e-05  6.38s
 1783  2.7e+01   1.1e-05   7.5e-07  6.39s
 1784  2.7e+01   6.0e-07   1.3e-06  6.39s
 1785  2.8e+01   2.6e-06   5.1e-07  6.40s
 1786  2.5e+01   8.2e-07   1.2e-05  6.40s
 1787  2.5e+01   4.7e-07   3.7e-07  6.41s
 1788  2.2e+01   2.2e-05   6.1e-07  6.41s
 1789  2.2e+01   6.9e-07   1.3e-06  6.42s
 1790  2.2e+01   2.4e-07   5.5e-07  6.42s
 1791  2.5e+01   4.4e-05   1.6e-06  6.43s
 1792  1.9e+01   3.0e-07   8.0e-07  6.43s
 1793  1.9e+01   3.7e-07   5.1e-07  6.43s
 1794  2.2e+01   6.7e-06   1.2e-05  6.44s
 1795  3.6e+01   7.7e-07   2.1e-06  6.44s
 1796  2.3e+01   9.5e-07   5.0e-07  6.45s
 1797  2.5e+01   6.5e-07   9.4e-05  6.45s
 1798  3.8e+01   4.2e-06   7.0e-07  6.46s
 1799  2.9e+01   2.2e-07   3.7e-06  6.46s
 1800  2.9e+01   3.0e-06   5.9e-07  6.46s
 1801  2.9e+01   3.6e-07   7.2e-07  6.47s
 1802  2.9e+01   3.6e-06   9.7e-07  6.47s
 1803  2.9e+01   6.9e-07   9.5e-06  6.48s
 1804  2.9e+01   4.7e-07   2.1e-06  6.48s
 1805  2.9e+01   4.2e-06   1.6e-07  6.49s
 1806  2.9e+01   6.2e-06   4.9e-07  6.49s
 1807  2.9e+01   4.1e-07   1.9e-05  6.50s
 1808  2.9e+01   7.6e-07   4.7e-07  6.50s
 1809  2.9e+01   1.1e-06   3.5e-06  6.50s
 1810  2.9e+01   1.0e-07   4.6e-07  6.51s
 1811  2.9e+01   1.1e-05   3.5e-07  6.51s
 1812  2.9e+01   2.2e-06   1.1e-06  6.52s
 1813  2.9e+01   9.7e-07   3.4e-06  6.52s
 1814  2.9e+01   7.8e-07   4.8e-07  6.53s
 1815  2.9e+01   1.5e-06   9.7e-07  6.53s
 1816  2.9e+01   3.3e-06   6.0e-07  6.54s
 1817  2.9e+01   8.5e-07   3.1e-07  6.54s
 1818  2.8e+01   4.9e-06   1.7e-06  6.54s
 1819  2.9e+01   1.4e-07   2.0e-05  6.55s
 1820  2.9e+01   8.5e-07   6.7e-07  6.55s
 1821  2.9e+01   1.0e-06   4.9e-07  6.56s
 1822  2.9e+01   1.5e-06   3.7e-05  6.56s
 1823  2.9e+01   3.1e-07   2.1e-06  6.57s
 1824  2.7e+01   3.0e-04   5.6e-07  6.57s
 1825  3.1e+01   4.7e-07   3.2e-06  6.57s
 1826  2.6e+01   2.8e-06   5.1e-07  6.58s
 1827  1.9e+01   4.3e-06   4.5e-06  6.58s
 1828  3.0e+01   2.9e-07   8.7e-07  6.59s
 1829  3.0e+01   1.0e-06   5.6e-07  6.59s
 1830  2.9e+01   2.5e-06   5.5e-07  6.60s
 1831  2.8e+01   1.9e-06   4.3e-05  6.60s
 1832  2.9e+01   4.5e-07   1.8e-06  6.61s
 1833  2.9e+01   2.4e-07   7.0e-06  6.61s
 1834  2.9e+01   3.2e-06   6.0e-07  6.61s
 1835  2.9e+01   1.7e-06   4.9e-07  6.62s
 1836  2.9e+01   4.4e-06   2.6e-07  6.62s
 1837  2.9e+01   5.2e-06   2.3e-06  6.63s
 1838  2.9e+01   1.5e-07   5.8e-07  6.63s
 1839  2.9e+01   3.5e-06   2.9e-06  6.64s
 1840  2.8e+01   1.2e-05   1.9e-06  6.64s
 1841  2.9e+01   1.0e-07   5.1e-07  6.64s
 1842  2.9e+01   9.3e-08   6.6e-07  6.65s
 1843  2.9e+01   2.0e-05   1.9e-06  6.65s
 1844  2.9e+01   4.3e-07   7.6e-07  6.66s
 1845  2.9e+01   5.1e-07   1.5e-06  6.66s
 1846  2.9e+01   2.8e-05   5.5e-07  6.67s
 1847  2.9e+01   4.0e-06   6.4e-06  6.67s
 1848  2.9e+01   7.3e-08   5.0e-07  6.68s
 1849  2.9e+01   3.5e-07   2.7e-04  6.68s
 1850  2.9e+01   4.7e-07   5.3e-07  6.68s
 1851  2.9e+01   1.4e-05   7.7e-07  6.69s
 1852  2.9e+01   4.6e-06   2.5e-06  6.69s
 1853  2.9e+01   1.1e-06   1.5e-06  6.70s
 1854  2.9e+01   4.3e-07   1.7e-05  6.70s
 1855  2.9e+01   1.2e-06   5.0e-07  6.71s
 1856  2.9e+01   1.9e-05   8.6e-07  6.71s
 1857  2.9e+01   1.6e-07   3.7e-07  6.71s
 1858  2.9e+01   2.3e-06   4.0e-07  6.72s
 1859  2.9e+01   3.1e-06   4.8e-07  6.72s
 1860  2.9e+01   4.9e-08   2.6e-06  6.73s
 1861  2.9e+01   5.2e-06   9.3e-07  6.73s
 1862  2.9e+01   6.0e-07   6.3e-06  6.74s
 1863  2.9e+01   4.2e-07   1.1e-06  6.74s
 1864  2.9e+01   5.4e-07   4.6e-07  6.75s
 1865  2.9e+01   5.4e-05   3.0e-06  6.75s
 1866  2.9e+01   1.5e-06   9.4e-06  6.75s
 1867  2.9e+01   5.5e-06   5.0e-07  6.76s
 1868  2.9e+01   5.6e-07   1.2e-06  6.76s
 1869  2.8e+01   2.5e-06   4.6e-06  6.77s
 1870  2.8e+01   5.8e-07   7.3e-07  6.77s
 1871  2.9e+01   4.3e-06   7.5e-06  6.78s
 1872  2.9e+01   7.7e-07   5.0e-07  6.78s
 1873  2.9e+01   1.9e-07   4.8e-06  6.78s
 1874  2.9e+01   1.2e-05   7.4e-07  6.79s
 1875  2.9e+01   8.5e-07   3.1e-06  6.79s
 1876  2.9e+01   1.4e-06   1.2e-06  6.80s
 1877  3.1e+01   3.5e-04   6.4e-07  6.80s
 1878  2.9e+01   3.3e-08   5.5e-06  6.81s
 1879  2.9e+01   1.4e-07   5.2e-07  6.81s
 1880  2.9e+01   2.4e-05   1.5e-06  6.82s
 1881  2.9e+01   6.2e-07   6.5e-06  6.82s
 1882  2.9e+01   4.7e-07   1.2e-07  6.82s
